1,1,1
0.95182,0.90424,0.8076
0.90645,0.81668,0.65112
0.86281,0.73882,0.52812
0.82152,0.66774,0.42576
0.78202,0.60394,0.34572
0.74505,0.5452,0.279
0.70865,0.49546,0.2244
0.67508,0.44608,0.18296
0.64293,0.40166,0.1522
0.61157,0.36512,0.11712
0.58239,0.33188,0.09328
0.55572,0.30012,0.07812
0.52757,0.2673,0.06244
0.50236,0.24216,0.05116
0.47841,0.21966,0.0434
0.4535,0.1991,0.03112
0.43306,0.1802,0.02592
0.41249,0.16462,0.02224
0.39243,0.14682,0.0178
0.37345,0.13302,0.01348
0.35678,0.1211,0.01136
0.33777,0.11066,0.00908
0.32246,0.09798,0.00764
0.30585,0.08884,0.00644
0.29145,0.0784,0.005
0.27746,0.0716,0.00404
0.26375,0.06482,0.00312
0.25296,0.05794,0.00292
0.2396,0.0536,0.00256
0.22859,0.04774,0.00184
