1,1,1
0.952,0.904,0.808
0.906304,0.817216,0.652864
0.862801408,0.738763264,0.527514112
0.821386940416,0.667841990656,0.426231402496
0.781960367276032,0.603729159553024,0.344394973216768
0.744426269646782,0.545771160235933,0.278271138359149
0.708693808703737,0.493377128853284,0.224843079794192
0.674676505885957,0.446012924483368,0.181673208473707
0.642292033603431,0.403195683732965,0.146791952446755
0.611462015990467,0.3644888980946,0.118607897576978
0.582111839222924,0.329497963877519,0.0958351812421986
0.554170470940224,0.297866159345277,0.0774348264436965
0.527570288335093,0.26927100804813,0.0625673397665067
0.502246914495009,0.24342099127551,0.0505544105313374
0.478139062599248,0.220052576113061,0.0408479637093207
0.455188387594484,0.198927528806207,0.0330051546771311
0.433339344989949,0.179830486040811,0.0266681649791219
0.412539056430431,0.162566759380893,0.0215478773031305
0.392737181721771,0.146960350480327,0.0174106848609295
0.373885796999126,0.132852156834216,0.014067833367631
0.355939278743168,0.120098349778131,0.0113668093610459
0.338854193363496,0.108568908199431,0.00918438196372505
0.322589192082048,0.0981462930122853,0.00742098062668984
0.307104910862109,0.0887242488831059,0.00599615234636539
0.292363875140728,0.0802067209903277,0.00484489109586324
0.278330409133973,0.0725068757752562,0.0039146720054575
0.264970549495542,0.0655462157008316,0.00316305498040966
0.252251963119756,0.0592537789935518,0.002555748424171
0.240143868890008,0.0535654162101708,0.00206504472673017
0.228616963183288,0.0484231362539944,0.00166855613919798
